Код станции,Название станции,Тип станции
255630,"Болгуры (рзд), ГОР ",Разъезд
97006,"Болдерая, ЛАТ ",Грузовая станция
97400,"Болдерая (эксп.), ЛАТ ","Перевалка на море и экспорт 
Грузовая станция 
Международный экс"
97100,"Болдерая 2, ЛАТ ",
262210,"Болдино, ГОР ",Грузовая станция
617115,"Болдинская Пристань, ПРИ ",
739401,"Болдыр, УЗБ ",
734709,"Болдыр (эксп.), УЗБ ","Погранпереход 
Грузовая станция"
919109,"Болен, ДВО ",Грузовая станция
412406,"Болеславчик, ОД ",Станция
387308,"Болехов, ЛЬВ ",Грузовая станция
564308,"Болниси (оп), ГРУ ",Грузовая станция
50009,"Бологое-Московское, ОКТ ",Грузовая станция
50103,"Бологое-Полоцкое, ОКТ ",Грузовая станция
964809,"Болонь, ДВО ",Грузовая станция
854402,"Болотная, ЗСИ ",Грузовая станция
42412,"Болотницкая, ОКТ ",
235001,"Болшево, МОС ",Грузовая станция
319315,"Большаково, СЕВ ",Станция
104854,"Большаково-Новое, КЛГ ",Станция
41706,"Большая Вишера, ОКТ ",Грузовая станция
239002,"Большая Волга, МОС ",Грузовая станция
239209,"Большая Волга (эксп.), МОС ",
75204,"Большая Ижора, ОКТ ",Грузовая станция
889204,"Большая Ирба, КРА ",Грузовая станция
425209,"Большая Кахновка, ЮЖН ",Грузовая станция
882101,"Большая Кеть (рзд), КРА ",Грузовая станция
295106,"Большая Кяма, СЕВ ",Станция
951354,"Большая омутная, ЗАБ ",
842509,"Большая Речка, ЗСИ ",Грузовая станция
627719,"Большая Таволожка, ПРИ ",Станция
527737,"Большевистская Искра, СКА ",Станция
47401,"Большой Двор, ОКТ ",Грузовая станция
983105,"Большой Камень, ДВО ",Грузовая станция
983302,"Большой Камень (перев.), ДВО ",
753907,"Берекет, ТУР ",Грузовая станция
313408,"Берендеево, СЕВ ",Грузовая станция
233345,"Берендино, МОС ",Станция
441709,"Берестовеньки, ЮЖН ",Грузовая станция
136200,"Берестовица, БЕЛ ",Грузовая станция
136304,"Берестовица (эксп.), БЕЛ ",
222105,"Берестянки, МОС ",Грузовая станция
392017,"Берешты, МОЛ ",
246103,"Берещино, ГОР ",Грузовая станция
953114,"Берея, ЗАБ ",Станция
544215,"Берикей, СКА ",Станция
876401,"Берикульская, ЗСИ ",Грузовая станция
911408,"Беркакит, ДВО ",Грузовая станция
756017,"Беркарар, ТУР ",
790732,"Беркутский, СВЕ ",
386201,"Берлебаш, ЛЬВ ",Грузовая станция
386108,"Берлебаш (эксп.), ЛЬВ ","Погранпереход 
Грузовая станция 
Международный экспорт"
704703,"Берлик I, КЗХ ",Грузовая станция
704718,"Берлик II, КЗХ ",
927020,"Бермякино (рзд), ВСИ ",
131009,"Бернады, БЕЛ ",
212404,"Берники, МОС ",Грузовая станция
734605,"Беруни, УЗБ ",Грузовая станция
669603,"Бершугир, КЗХ ",Грузовая станция
672700,"Бесарык, КЗХ ",Грузовая станция
382906,"Бескит, ЛЬВ ",
708206,"Бесколь, КЗХ ",Грузовая станция
195800,"Бескудниково, МОС ",Грузовая станция
538500,"Беслан, СКА ",Грузовая станция
443404,"Беспаловка, ЮЖН ",Грузовая станция
630505,"Бессоновка, КБШ ",Грузовая станция
630340,"Бессоновка, КБШ ",
668102,"Бестамак, КЗХ ",Грузовая станция
739666,"Бестобе (рзд), УЗБ ",Остановочный пункт
910833,"Бестужево (рзд), ДВО ",Разъезд
186407,"Бетлица, МОС ",Грузовая станция
610807,"Бетонная, ПРИ ",Грузовая станция
610703,"Бетонная-Товарная, ПРИ ",Грузовая станция
346505,"Бехи, ЮЗА ",Грузовая станция
841173,"Бешенцево, ЗСИ ",Станция
411935,"Бешкетово, ОД ",Станция
531910,"Бештау, СКА ",Станция
558631,"Беюк-Кясик, АЗЕ ",Грузовая станция
558701,"Беюк-Кясик (эксп.), АЗЕ ","Погранпереход 
Грузовая станция"
574206,"Бзыбь, ГРУ ",Грузовая станция
161700,"Бигосово, БЕЛ ",Грузовая станция
161401,"Бигосово (эксп.), БЕЛ ",
701404,"Биже, КЗХ ",Грузовая станция
802925,"Бижеляк (рзд), ЮУР ",Разъезд
764511,"Бизь, СВЕ ",Станция
843200,"Бийск, ЗСИ ",Грузовая станция
842903,"Бийск (эксп.), ЗСИ ","Погранпереход 
Грузовая станция 
Международный экспорт"
972204,"Бикин, ДВО ",Грузовая станция
648202,"Биклянь, КБШ ",
649008,"Биклянь (эксп.), КБШ ",
651116,"Бикметово, КБШ ",
93039,"Биксти, ЛАТ ",
781907,"Билимбай, СВЕ ",Грузовая станция
384545,"Билки, ЛЬВ ",Станция
546545,"Бильгя, АЗЕ ",Станция
429233,"Бильмачевка, ЮЖН ",Станция
377448,"Бильче, ЛЬВ ",
946731,"Билютуй, ЗАБ ",Станция
547707,"Бина, АЗЕ ",Грузовая станция
546831,"Бинагады, АЗЕ ",Остановочный пункт
731202,"Бинокор (рзд), УЗБ ",
962503,"Бира, ДВО ",
962005,"Биракан, ДВО ",Грузовая станция
902714,"Бирея, ВСИ ",Разъезд
671823,"Бирказан, КЗХ ",
223625,"Биркино, МОС ",Остановочный пункт
886901,"Биркчул, КРА ",Грузовая станция
962804,"Биробиджан I, ДВО ",Грузовая станция
963008,"Биробиджан II, ДВО ",Грузовая станция
962908,"Бирофельд, ДВО ",Грузовая станция
610648,"Бирюзовый, ПРИ ",Станция
343920,"Бирюки, ЮЗА ",
501008,"Бирюково (рзд), ДОН ",Грузовая станция
193307,"Бирюлево-Товарная, МОС ",Грузовая станция
253300,"Бирюли, ГОР ",Грузовая станция
577900,"Батуми-Паром (эксп. на Румынию), ГРУ ","Перевалка на паром и экспорт 
Грузовая станция 
Международный эк"
579708,"Батуми-Паром (эксп.), ГРУ ","Перевалка на паром и экспорт 
Грузовая станция 
Международный эк"
579905,"Батуми-Паром (эксп.на Варну), ГРУ ",
571513,"Батуми-Пассажирская, ГРУ ",
841309,"Батунная, ЗСИ ",Грузовая станция
466904,"Батуринская, ПРД ",Грузовая станция
175421,"Батюшково, МОС ",
686308,"Бауманская, КЗХ ",
761405,"Бахаревка, СВЕ ",Грузовая станция
58213,"Бахарево, ОКТ ",
753409,"Бахарлы, ТУР ",Грузовая станция
326107,"Бахмач-Гомельский, ЮЗА ",Грузовая станция
325903,"Бахмач-Киевский, ЮЗА ",Грузовая станция
326003,"Бахмач-Пассажирский, ЮЗА ",Грузовая станция
792403,"Бахметское, СВЕ ",Грузовая станция
391801,"Бахмут, МОЛ ",
494603,"Бахмут, ДОН ",Грузовая станция
496505,"Бахмут I, ДОН ",Грузовая станция
938612,"Бахор (рзд), ТАД ",
724800,"Бахт, УЗБ ",Грузовая станция
